Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Lithuania,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Luxembourg,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Madagascar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1400,,<1000 ,<500 , 1600,,1100 ,<1000 , 1900,,1300 ,<1000 , 2300,,1500 ,<1000 , 2700,,1800 ,1000 , 3100,,2100 ,1200 , 3600,,2400 ,1500 , 4200,,2700 ,1700 , 4900,,3100 ,1900 , 5500,,3600 ,2200 , 6200,
Malawi,33 000 ,14 000 , 59 000,,39 000 ,17 000 , 71 000,,46 000 ,21 000 , 84 000,,53 000 ,24 000 , 96 000,,60 000 ,27 000 , 110 000,,66 000 ,29 000 , 120 000,,72 000 ,32 000 , 130 000,,76 000 ,34 000 , 140 000,,79 000 ,36 000 , 140 000,,82 000 ,38 000 , 150 000,,83 000 ,39 000 , 150 000,,84 000 ,39 000 , 150 000,,83 000 ,39 000 , 150 000,,82 000 ,40 000 , 150 000,,81 000 ,40 000 , 150 000,,80 000 ,40 000 , 150 000,,80 000 ,40 000 , 150 000,,80 000 ,41 000 , 150 000,,82 000 ,43 000 , 160 000,,85 000 ,46 000 , 160 000,,90 000 ,50 000 , 170 000,,96 000 ,55 000 , 180 000,,100 000 ,61 000 , 190 000,,110 000 ,68 000 , 200 000,,120 000 ,77 000 , 220 000,,130 000 ,87 000 , 230 000,,150 000 ,99 000 , 250 000,,160 000 ,110 000 , 270 000,,180 000 ,120 000 , 290 000,,190 000 ,140 000 , 310 000,,210 000 ,150 000 , 330 000,
Malaysia,<1000 ,<500 , <1000,,<1000 ,<1000 , 1600,,1500 ,1100 , 2500,,2000 ,1400 , 3300,,2500 ,1800 , 4100,,3000 ,2100 , 4700,,3500 ,2400 , 5300,,3900 ,2800 , 5800,,4300 ,3100 , 6400,,4800 ,3400 , 6800,,5200 ,3700 , 7300,,5600 ,4100 , 7800,,6100 ,4400 , 8300,,6600 ,4800 , 8900,,7100 ,5300 , 9500,,7500 ,5700 , 9900,,8000 ,6200 , 10 000,,8500 ,6600 , 11 000,,9100 ,7100 , 12 000,,9600 ,7600 , 12 000,,10 000 ,8200 , 13 000,,11 000 ,8900 , 14 000,,12 000 ,9700 , 15 000,,13 000 ,10 000 , 16 000,,14 000 ,11 000 , 16 000,,15 000 ,12 000 , 18 000,,16 000 ,14 000 , 19 000,,17 000 ,15 000 , 21 000,,19 000 ,16 000 , 22 000,,20 000 ,18 000 , 24 000,,22 000 ,19 000 , 26 000,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,5400 ,1800 , 13 000,,6600 ,2400 , 14 000,,7600 ,3200 , 16 000,,8600 ,4000 , 17 000,,9400 ,4700 , 17 000,,10 000 ,5500 , 18 000,,11 000 ,6200 , 18 000,,11 000 ,6900 , 18 000,,11 000 ,7300 , 18 000,,11 000 ,7500 , 18 000,,11 000 ,7500 , 18 000,,10 000 ,7400 , 18 000,,10 000 ,7200 , 17 000,,9900 ,7200 , 16 000,,9700 ,7200 , 16 000,,9500 ,7200 , 16 000,,9400 ,7100 , 15 000,,9400 ,7100 , 15 000,,9600 ,7200 , 15 000,,9800 ,7500 , 15 000,,10 000 ,7800 , 15 000,,10 000 ,8200 , 16 000,,11 000 ,8500 , 16 000,,11 000 ,8900 , 16 000,,11 000 ,9300 , 16 000,,12 000 ,9700 , 16 000,,12 000 ,10 000 , 17 000,,13 000 ,11 000 , 17 000,,14 000 ,11 000 , 18 000,,14 000 ,12 000 , 18 000,,15 000 ,13 000 , 19 000,
Malta,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Mauritania,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1500,,<1000 ,<1000 , 1600,,1000 ,<1000 , 1600,,1100 ,<1000 , 1700,,1200 ,<1000 , 1800,,1300 ,<1000 , 1900,,1400 ,1100 , 2000,,1400 ,1100 , 2100,,1500 ,1200 , 2200,,1600 ,1300 , 2300,,1700 ,1400 , 2400,,1700 ,1400 , 2400,,1800 ,1500 , 2500,
Mauritius,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1400,,<1000 ,<500 , 1600,,<1000 ,<1000 , 1900,,1100 ,<1000 , 2200,,1300 ,<1000 , 2400,,1400 ,<1000 , 2700,,1600 ,<1000 , 2900,,1700 ,1100 , 3200,,1900 ,1200 , 3400,,2100 ,1400 , 3700,,2300 ,1500 , 4000,,2500 ,1700 , 4200,,2700 ,1900 , 4500,,2900 ,2000 , 4700,,3000 ,2200 , 4900,,3200 ,2300 , 5000,,3200 ,2300 , 5100,,3300 ,2300 , 5100,
Mexico,4700 ,2800 , 8300,,5200 ,3100 , 9300,,5900 ,3600 , 10 000,,6600 ,4000 , 12 000,,7300 ,4500 , 13 000,,8200 ,5000 , 14 000,,9300 ,5800 , 16 000,,10 000 ,6600 , 18 000,,12 000 ,7500 , 20 000,,13 000 ,8400 , 22 000,,14 000 ,9300 , 24 000,,16 000 ,10 000 , 27 000,,18 000 ,12 000 , 29 000,,20 000 ,13 000 , 32 000,,22 000 ,15 000 , 35 000,,25 000 ,17 000 , 39 000,,27 000 ,19 000 , 42 000,,30 000 ,22 000 , 47 000,,34 000 ,24 000 , 51 000,,37 000 ,27 000 , 55 000,,41 000 ,31 000 , 60 000,,46 000 ,34 000 , 65 000,,50 000 ,38 000 , 71 000,,56 000 ,42 000 , 77 000,,61 000 ,46 000 , 84 000,,67 000 ,51 000 , 91 000,,74 000 ,56 000 , 98 000,,79 000 ,61 000 , 100 000,,88 000 ,68 000 , 120 000,,96 000 ,74 000 , 120 000,,100 000 ,79 000 , 130 000,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
Montenegro,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <500,"Children estimates were not available at the time of publication.",<100 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication."
Morocco,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<500 , 1400,,<1000 ,<500 , 1500,,<1000 ,<1000 , 1700,,1100 ,<1000 , 1900,,1200 ,<1000 , 2100,,1400 ,<1000 , 2400,,1600 ,1100 , 2700,,1800 ,1200 , 3000,,2100 ,1400 , 3300,,2300 ,1600 , 3700,,2600 ,1900 , 4100,,2900 ,2100 , 4600,,3200 ,2400 , 5000,,3500 ,2600 , 5500,,3900 ,2900 , 5900,,4200 ,3200 , 6300,,4600 ,3500 , 6800,,5000 ,3900 , 7300,,5500 ,4300 , 7900,,6000 ,4600 , 8300,,6400 ,5100 , 8900,
Mozambique,5400 ,3500 , 8900,,7300 ,4600 , 12 000,,9600 ,6200 , 16 000,,13 000 ,8100 , 21 000,,16 000 ,10 000 , 27 000,,20 000 ,13 000 , 34 000,,25 000 ,16 000 , 42 000,,31 000 ,20 000 , 51 000,,37 000 ,23 000 , 61 000,,43 000 ,28 000 , 71 000,,50 000 ,32 000 , 82 000,,56 000 ,36 000 , 93 000,,63 000 ,40 000 , 100 000,,69 000 ,44 000 , 110 000,,74 000 ,48 000 , 120 000,,80 000 ,51 000 , 130 000,,85 000 ,54 000 , 140 000,,91 000 ,58 000 , 150 000,,98 000 ,63 000 , 160 000,,110 000 ,67 000 , 170 000,,110 000 ,73 000 , 190 000,,120 000 ,78 000 , 200 000,,130 000 ,84 000 , 220 000,,140 000 ,90 000 , 230 000,,150 000 ,97 000 , 250 000,,160 000 ,110 000 , 270 000,,180 000 ,110 000 , 300 000,,190 000 ,120 000 , 320 000,,210 000 ,140 000 , 350 000,,230 000 ,150 000 , 380 000,,250 000 ,160 000 , 420 000,
Myanmar,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Namibia,1300 ,<1000 , 2700,,1800 ,<1000 , 3900,,2600 ,1200 , 5500,,3600 ,1700 , 7400,,4800 ,2400 , 9800,,6200 ,3100 , 12 000,,7600 ,3800 , 15 000,,9000 ,4500 , 17 000,,10 000 ,5100 , 20 000,,11 000 ,5700 , 21 000,,12 000 ,6200 , 23 000,,13 000 ,6700 , 25 000,,14 000 ,7200 , 26 000,,15 000 ,7700 , 27 000,,15 000 ,8100 , 28 000,,16 000 ,8600 , 29 000,,17 000 ,9300 , 31 000,,18 000 ,10 000 , 33 000,,20 000 ,11 000 , 35 000,,22 000 ,13 000 , 38 000,,24 000 ,14 000 , 41 000,,26 000 ,15 000 , 45 000,,28 000 ,17 000 , 48 000,,30 000 ,19 000 , 51 000,,33 000 ,21 000 , 54 000,,35 000 ,23 000 , 57 000,,38 000 ,26 000 , 61 000,,41 000 ,28 000 , 64 000,,43 000 ,31 000 , 68 000,,46 000 ,34 000 , 71 000,,49 000 ,36 000 , 74 000,
Nepal,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<1000 ,<200 , 1000,,<1000 ,<500 , 1500,,1200 ,<500 , 2000,,1500 ,<1000 , 2500,,1900 ,<1000 , 3200,,2200 ,1100 , 3700,,2500 ,1400 , 4200,,2800 ,1600 , 4600,,3100 ,1800 , 4900,,3300 ,2000 , 5300,,3600 ,2300 , 5600,,3900 ,2600 , 6000,,4200 ,3000 , 6300,,4500 ,3300 , 6500,,4800 ,3600 , 6900,,5200 ,4000 , 7300,,5700 ,4500 , 7800,,6200 ,5100 , 8300,,6800 ,5600 , 8900,,7400 ,6300 , 9500,,8200 ,6900 , 10 000,,8900 ,7500 , 11 000,
Netherlands,<500 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <1000,"Children estimates were not available at the time of publication.",<500 ,<200 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1400,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1900,"Children estimates were not available at the time of publication.",1400 ,<1000 , 2300,"Children estimates were not available at the time of publication.",1700 ,1100 , 2600,"Children estimates were not available at the time of publication.",2000 ,1300 , 2900,"Children estimates were not available at the time of publication.",2200 ,1600 , 3300,"Children estimates were not available at the time of publication.",2600 ,1800 , 3700,"Children estimates were not available at the time of publication.",2900 ,2000 , 4100,"Children estimates were not available at the time of publication.",3300 ,2300 , 4600,"Children estimates were not available at the time of publication.",3700 ,2700 , 5100,"Children estimates were not available at the time of publication.",4100 ,3000 , 5700,"Children estimates were not available at the time of publication.",4600 ,3400 , 6300,"Children estimates were not available at the time of publication.",5100 ,3800 , 6900,"Children estimates were not available at the time of publication.",5700 ,4300 , 7600,"Children estimates were not available at the time of publication.",6300 ,4800 , 8200,"Children estimates were not available at the time of publication.",6900 ,5400 , 8900,"Children estimates were not available at the time of publication.",7600 ,6000 , 9700,"Children estimates were not available at the time of publication.",8300 ,6600 , 10 000,"Children estimates were not available at the time of publication.",9000 ,7300 , 11 000,"Children estimates were not available at the time of publication.",9700 ,8000 , 12 000,"Children estimates were not available at the time of publication.",10 000 ,8600 , 13 000,"Children estimates were not available at the time of publication.",11 000 ,9200 , 13 000,"Children estimates were not available at the time of publication.",12 000 ,9900 , 14 000,"Children estimates were not available at the time of publication.",12 000 ,11 000 , 15 000,"Children estimates were not available at the time of publication."
New Zealand,<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1700,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1400 ,1000 , 2000,"Children estimates were not available at the time of publication.",1500 ,1100 , 2100,"Children estimates were not available at the time of publication.",1600 ,1200 , 2200,"Children estimates were not available at the time of publication.",1700 ,1200 , 2300,"Children estimates were not available at the time of publication.",1800 ,1300 , 2400,"Children estimates were not available at the time of publication."
Nicaragua,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <500,,<100 ,<100 , <500,,<100 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<500 , 1300,,<1000 ,<500 , 1400,,<1000 ,<1000 , 1600,,<1000 ,<1000 , 1700,,1100 ,<1000 , 1900,,1200 ,<1000 , 2000,,1300 ,<1000 , 2200,,1500 ,<1000 , 2400,,1600 ,1100 , 2600,,1800 ,1200 , 2900,,2000 ,1400 , 3100,,2200 ,1500 , 3400,,2300 ,1700 , 3700,
Niger,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1400,,<1000 ,<1000 , 1800,,1200 ,<1000 , 2200,,1500 ,<1000 , 2800,,1900 ,1100 , 3300,,2200 ,1300 , 3900,,2500 ,1600 , 4500,,2900 ,1900 , 5200,,3200 ,2100 , 5700,,3400 ,2300 , 6100,,3600 ,2500 , 6300,,3700 ,2500 , 6400,,3800 ,2600 , 6400,,3900 ,2700 , 6400,,4000 ,2800 , 6400,,4200 ,3000 , 6500,,4400 ,3200 , 6700,,4700 ,3600 , 7000,,5000 ,3900 , 7300,,5400 ,4300 , 7700,,5900 ,4700 , 8200,,6300 ,5100 , 8600,,6700 ,5500 , 9000,,7000 ,5900 , 9200,,7400 ,6200 , 9500,,7700 ,6500 , 9800,,8100 ,6800 , 10 000,,8500 ,7100 , 11 000,
