Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Jordan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Kazakhstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1400,,1100 ,<1000 , 1600,,1300 ,<1000 , 1800,,1400 ,<1000 , 2000,,1600 ,<1000 , 2100,,1500 ,<1000 , 2100,,1500 ,<1000 , 2000,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,,1400 ,<1000 , 2000,,1500 ,<1000 , 2100,,1500 ,<1000 , 2100,,1500 ,<1000 , 2100,,1600 ,<1000 , 2200,,1700 ,<1000 , 2300,
Kenya,180 000 ,120 000 , 230 000,,230 000 ,160 000 , 300 000,,280 000 ,200 000 , 370 000,,320 000 ,230 000 , 430 000,,350 000 ,250 000 , 470 000,,360 000 ,260 000 , 480 000,,360 000 ,260 000 , 480 000,,350 000 ,250 000 , 460 000,,320 000 ,230 000 , 430 000,,300 000 ,210 000 , 400 000,,270 000 ,190 000 , 360 000,,250 000 ,170 000 , 330 000,,220 000 ,160 000 , 300 000,,210 000 ,150 000 , 270 000,,190 000 ,140 000 , 260 000,,190 000 ,130 000 , 250 000,,180 000 ,130 000 , 240 000,,180 000 ,130 000 , 240 000,,180 000 ,130 000 , 240 000,,190 000 ,130 000 , 250 000,,190 000 ,140 000 , 250 000,,190 000 ,140 000 , 260 000,,200 000 ,140 000 , 260 000,,200 000 ,140 000 , 260 000,,200 000 ,140 000 , 260 000,,190 000 ,140 000 , 260 000,,190 000 ,130 000 , 250 000,,180 000 ,130 000 , 240 000,,180 000 ,120 000 , 230 000,,170 000 ,120 000 , 220 000,,160 000 ,120 000 , 220 000,
Kuwait,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Kyrgyzstan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Lao People's Democratic Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1300,,1200 ,<1000 , 1500,,1300 ,<1000 , 1700,,1400 ,1000 , 1800,,1600 ,1100 , 2000,,1700 ,1200 , 2100,,1800 ,1200 , 2200,,1800 ,1300 , 2300,,1800 ,1300 , 2300,,1900 ,1300 , 2400,,1800 ,1300 , 2300,,1800 ,1300 , 2300,,1800 ,1300 , 2300,,1800 ,1200 , 2300,,1800 ,1200 , 2200,,1800 ,1200 , 2200,,1700 ,1200 , 2200,,1700 ,1200 , 2100,,1700 ,1200 , 2100,
Latvia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Lebanon,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
Lesotho,3600 ,1700 , 5800,,6100 ,3000 , 9200,,9700 ,4800 , 14 000,,15 000 ,7400 , 21 000,,21 000 ,11 000 , 30 000,,27 000 ,13 000 , 39 000,,33 000 ,15 000 , 48 000,,37 000 ,17 000 , 53 000,,40 000 ,18 000 , 58 000,,41 000 ,18 000 , 60 000,,41 000 ,17 000 , 61 000,,41 000 ,17 000 , 61 000,,40 000 ,17 000 , 60 000,,38 000 ,17 000 , 57 000,,37 000 ,17 000 , 55 000,,36 000 ,17 000 , 53 000,,36 000 ,17 000 , 52 000,,35 000 ,17 000 , 52 000,,35 000 ,17 000 , 51 000,,35 000 ,17 000 , 50 000,,34 000 ,17 000 , 50 000,,34 000 ,17 000 , 49 000,,34 000 ,18 000 , 49 000,,34 000 ,18 000 , 48 000,,33 000 ,18 000 , 47 000,,33 000 ,18 000 , 46 000,,32 000 ,17 000 , 44 000,,30 000 ,17 000 , 42 000,,29 000 ,16 000 , 40 000,,27 000 ,16 000 , 38 000,,26 000 ,15 000 , 36 000,
Liberia,4900 ,1600 , 12 000,,6000 ,2200 , 14 000,,6600 ,2500 , 14 000,,7000 ,2800 , 13 000,,7300 ,3300 , 13 000,,7600 ,3300 , 13 000,,7700 ,3200 , 12 000,,7600 ,3000 , 12 000,,7700 ,3100 , 12 000,,7500 ,3300 , 12 000,,7300 ,3400 , 11 000,,6900 ,3100 , 11 000,,6500 ,2800 , 10 000,,6100 ,2700 , 9600,,5800 ,2700 , 9000,,5600 ,2500 , 8400,,5500 ,2500 , 8300,,5500 ,2600 , 8300,,5400 ,2600 , 8100,,5400 ,2800 , 8200,,5400 ,2900 , 8100,,5400 ,3100 , 8000,,5400 ,3100 , 7800,,5400 ,3200 , 7600,,5400 ,3200 , 7400,,5300 ,3300 , 7300,,5300 ,3300 , 7200,,5300 ,3200 , 7200,,5200 ,3200 , 7000,,5100 ,3200 , 7100,,4900 ,3100 , 7000,
Libya,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
Lithuania,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Luxembourg,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Madagascar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1500,,1300 ,<1000 , 1800,,1500 ,1100 , 2000,,1700 ,1300 , 2400,,2000 ,1400 , 2700,,2200 ,1600 , 3100,,2500 ,1800 , 3400,,2800 ,2000 , 3800,,2900 ,2100 , 4000,,3200 ,2200 , 4500,,3400 ,2400 , 4900,
Malawi,93 000 ,44 000 , 130 000,,110 000 ,51 000 , 150 000,,120 000 ,56 000 , 170 000,,140 000 ,60 000 , 180 000,,140 000 ,63 000 , 200 000,,150 000 ,65 000 , 210 000,,150 000 ,65 000 , 210 000,,150 000 ,65 000 , 210 000,,150 000 ,63 000 , 210 000,,140 000 ,61 000 , 200 000,,140 000 ,60 000 , 200 000,,130 000 ,59 000 , 190 000,,130 000 ,57 000 , 180 000,,120 000 ,57 000 , 170 000,,120 000 ,57 000 , 170 000,,120 000 ,58 000 , 160 000,,120 000 ,59 000 , 160 000,,120 000 ,61 000 , 160 000,,120 000 ,63 000 , 160 000,,120 000 ,66 000 , 160 000,,120 000 ,69 000 , 160 000,,120 000 ,73 000 , 160 000,,120 000 ,76 000 , 160 000,,120 000 ,78 000 , 160 000,,120 000 ,80 000 , 160 000,,120 000 ,81 000 , 150 000,,120 000 ,82 000 , 150 000,,120 000 ,81 000 , 150 000,,120 000 ,80 000 , 140 000,,110 000 ,78 000 , 140 000,,110 000 ,77 000 , 130 000,
Malaysia,1800 ,1400 , 2200,,3000 ,2400 , 3700,,4100 ,3200 , 5100,,4600 ,3600 , 5800,,4800 ,3700 , 6000,,4800 ,3700 , 6100,,4500 ,3500 , 5800,,4300 ,3300 , 5600,,4200 ,3300 , 5400,,4200 ,3200 , 5400,,4200 ,3300 , 5400,,4300 ,3400 , 5500,,4400 ,3500 , 5500,,4400 ,3500 , 5500,,4400 ,3500 , 5600,,4400 ,3600 , 5600,,4400 ,3600 , 5500,,4400 ,3600 , 5400,,4300 ,3500 , 5300,,4300 ,3500 , 5200,,4100 ,3400 , 5000,,4000 ,3400 , 4800,,3900 ,3300 , 4700,,3900 ,3200 , 4600,,3800 ,3200 , 4500,,3700 ,3200 , 4400,,3700 ,3200 , 4400,,3700 ,3100 , 4400,,3800 ,3200 , 4500,,3900 ,3300 , 4700,,4100 ,3400 , 4800,
Maldives,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mali,18 000 ,7600 , 35 000,,21 000 ,10 000 , 36 000,,25 000 ,15 000 , 38 000,,27 000 ,18 000 , 39 000,,29 000 ,21 000 , 40 000,,31 000 ,23 000 , 40 000,,31 000 ,24 000 , 40 000,,31 000 ,24 000 , 40 000,,29 000 ,22 000 , 38 000,,28 000 ,22 000 , 35 000,,26 000 ,21 000 , 33 000,,24 000 ,19 000 , 31 000,,23 000 ,18 000 , 29 000,,21 000 ,17 000 , 27 000,,20 000 ,16 000 , 26 000,,20 000 ,15 000 , 25 000,,19 000 ,15 000 , 24 000,,19 000 ,14 000 , 24 000,,19 000 ,14 000 , 24 000,,19 000 ,14 000 , 24 000,,19 000 ,14 000 , 24 000,,19 000 ,15 000 , 24 000,,19 000 ,15 000 , 24 000,,19 000 ,15 000 , 24 000,,18 000 ,15 000 , 24 000,,18 000 ,15 000 , 23 000,,18 000 ,15 000 , 23 000,,18 000 ,15 000 , 23 000,,18 000 ,14 000 , 22 000,,17 000 ,14 000 , 22 000,,17 000 ,14 000 , 22 000,
Malta,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Mauritania,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Mauritius,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<100 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Mexico,7300 ,4700 , 10 000,,8000 ,5100 , 11 000,,8800 ,5600 , 12 000,,9500 ,6100 , 13 000,,10 000 ,6600 , 14 000,,11 000 ,7000 , 15 000,,12 000 ,7400 , 16 000,,12 000 ,7700 , 17 000,,12 000 ,7900 , 18 000,,13 000 ,8100 , 18 000,,13 000 ,8100 , 18 000,,13 000 ,8100 , 18 000,,13 000 ,8100 , 18 000,,13 000 ,8000 , 18 000,,13 000 ,8000 , 18 000,,12 000 ,7800 , 18 000,,12 000 ,7700 , 18 000,,12 000 ,7600 , 18 000,,12 000 ,7500 , 17 000,,12 000 ,7600 , 17 000,,12 000 ,7700 , 18 000,,13 000 ,8000 , 18 000,,13 000 ,8500 , 19 000,,14 000 ,9000 , 20 000,,15 000 ,9200 , 20 000,,15 000 ,9300 , 20 000,,15 000 ,9400 , 21 000,,15 000 ,9500 , 21 000,,15 000 ,9500 , 21 000,,15 000 ,9500 , 21 000,,15 000 ,9500 , 21 000,
Mongolia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
