country,year,iso2,iso3,iso.numeric,g.whoregion,drs.record.type,report.id,all.areas.covered,area.desc,area.population,area.new.sp,area.tot.ret,sampling.method,drs.start.mon,drs.start.yr,drs.end.mon,drs.end.yr,pi.name,pi.email,surv.quality,lab.prof.confirm,lab.prof.confirm.90,srl.department,srl.institution,srl.city,srl.country,pulm.labconf.new,pulm.labconf.ret,pulm.labconf.unk,pulm.new,pulm.ret,pulm.unk,cullpa.new,cullpa.ret,cullpa.unk,r.rlt.new,r.rlt.ret,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,r.rlt.rel,rr.rel,dst.rlt.new,dst.rlt.ret,dst.rlt.unk,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi,dr.h.nr.ret,dr.h.nr.ret.pcnt,dr.h.nr.ret.pcnt.lo,dr.h.nr.ret.pcnt.hi,dr.h.nr.unk,dr.h.nr.unk.pcnt,dr.h.nr.unk.pcnt.lo,dr.h.nr.unk.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,dr.r.nh.unk,dr.r.nh.unk.pcnt,dr.r.nh.unk.pcnt.lo,dr.r.nh.unk.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,mdr.unk,mdr.unk.pcnt,mdr.unk.pcnt.lo,mdr.unk.pcnt.hi,xpert.new,xpert.ret,xpert.unk,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,xpert.dr.r.unk,xpert.dr.r.unk.pcnt,xpert.dr.r.unk.pcnt.lo,xpert.dr.r.unk.pcnt.hi,mdr.m,mdr.f,mdr.sexunk,nmdr.m,nmdr.f,nmdr.sexunk,rr.m,rr.f,rr.sexunk,nrr.m,nrr.f,nrr.sexunk,mdr.hivpos,mdr.hivneg,mdr.hivunk,nmdr.hivpos,nmdr.hivneg,nmdr.hivunk,rr.hivpos,rr.hivneg,rr.hivunk,nrr.hivpos,nrr.hivneg,nrr.hivunk,mdr.014,mdr.15plus,mdr.ageunk,nmdr.014,nmdr.15plus,nmdr.ageunk,rr.014,rr.15plus,rr.ageunk,nrr.014,nrr.15plus,nrr.ageunk,mdr.dst.rlt,mdr.dst.rlt.new,mdr.dst.rlt.ret,mdr.dst.rlt.unk,mdr.ds.fq2li,mdr.ds.fq2li.new,mdr.ds.fq2li.ret,mdr.ds.fq2li.unk,mdr.dr.fq,mdr.dr.fq.new,mdr.dr.fq.ret,mdr.dr.fq.unk,mdr.dr.2li,mdr.dr.2li.new,mdr.dr.2li.ret,mdr.dr.2li.unk,xdr,xdr.new,xdr.ret,xdr.unk,rr.dst.rlt,rr.ds.fq2li,rr.dr.fq,rr.dr.2li,rr.dr.fq.2li,rr.dst.rlt.fq,rr.fqr,rr.fqr.pcnt,rr.fqr.pcnt.lo,rr.fqr.pcnt.hi,rs.hr.dst.rlt.fq,rs.hr.fqr.pcnt,rs.hr.fqr.pcnt.lo,rs.hr.fqr.pcnt.hi,rr.dst.rlt.bdq,rr.bdqr,rr.bdqr.pcnt,rr.bdqr.pcnt.lo,rr.bdqr.pcnt.hi,rr.dst.rlt.dlm,rr.dlmr,rr.dlmr.pcnt,rr.dlmr.pcnt.lo,rr.dlmr.pcnt.hi,rr.dst.rlt.lzd,rr.lzdr,rr.lzdr.pcnt,rr.lzdr.pcnt.lo,rr.lzdr.pcnt.hi,rr.dst.rlt.cfz,rr.cfzr,rr.cfzr.pcnt,rr.cfzr.pcnt.lo,rr.cfzr.pcnt.hi,rr.dst.rlt.pa,rr.par.pcnt,rr.par.pcnt.lo,rr.par.pcnt.hi,rr.fqr.bdqr.lzdr,rr.fqr.bdqr.lzds,rr.fqr.bdqr.lzdu,rr.fqr.bdqs.lzdr,rr.fqr.bdqs.lzds,rr.fqr.bdqs.lzdu,rr.fqr.bdqu.lzdr,rr.fqr.bdqu.lzds,rr.fqr.bdqu.lzdu,who.comments
Bolivia (Plurinational State of),2009,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2009,,,R,1,,,,,,,,,,,,,670,0,,,,,,,,,,,,,,670,0,,,,,44,,,,0,,,,,,,,11,,,,0,,,,,,,,,,,,,,,,,,,,,,,,60,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2010,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2010,,,R,,1,,,,,,,,,,,0,719,0,,,,,,,,,,,,,0,664,0,0,,,,56,,,,0,,,,0,,,,4,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,106,,,,0,,,,,,,,,,,,,,,,,,,62,44,0,0,0,0,,,,,,,1,13,92,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2011,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2011,,,R,,1,,,,,,,,,,,98,597,31,,,,,,,,,,,,,98,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,83,,,,,,,,,,,,,,,,,,,,,,,63,20,,428,213,,,,,,,,5,0,78,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2012,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2012,,,R,,1,,,,,,,,,,,1376,634,89,,,,,,,,,,,,,1376,634,89,77,,,,56,,,,5,,,,41,,,,18,,,,3,,,,,,,,,,,,,,,,,,,,32,,,,71,,,,14,,,,0,0,0,0,,,,0,,,,0,,,,66,51,0,1162,820,0,,,,,,,1,,116,,,1982,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2013,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2013,,,,,1,,,,,,,,,,,334,492,,,,,,,,,,,,,,329,395,553,48,,,,35,,,,,,,,3,,,,12,,,,,,,,,,,,,,,,,,,,,,,,5,,,,31,,,,45,,,,,,,,,,,,,,,,,,,60,21,,814,382,,,,,,,,0,,81,9,,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2014,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2014,,,R,,1,,,,,,,,,,,333,1510,,,,,,,,,,,,,,238,510,,12,,,,35,,,,,,,,11,,,,28,,,,,,,,,,,,,,,,,,,,,,,,19,,,,52,,,,,,,,0,0,0,,,,,,,,,,,,,45,26,,443,234,,,,,,,,1,,70,21,,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2015,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2015,,,R,,,,,,,,,,5668,549,0,,,,,,,,,,,,,,,,547,460,,21,,,,30,,,,,,,,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,19,,,,49,,,,,,,,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,,67,34,,905,,,,,,,,,68,,,939,,,,,,,10,,,,9,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2016,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2016,,,R,,,,,,,5169,529,0,,,,,,,,,,,,,,,,,,,724,520,,8,,,,21,,,,,,,,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,17,,,,42,,,,,,,,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,69,0,35,1139,0,,,,,,,0,0,70,0,0,1174,8,,,,,,,,,,,,,,,,0,,,,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2017,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2017,,,,,,,,,,4978,516,0,,,,,,,1191,326,40,,,,18,,,,,,1191,326,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,20,,,,40,,,,18,,,,37,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,1459,,,,,,,,,58,,,1459,38,,,,,,,,,,,,,,,,0,,,,58,46,4,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2018,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2018,,,R,,,,,,,5303,319,0,,,,,,,3935,319,65,,,,45,,,,,,521,257,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,19,,,,41,,,,19,,,,41,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,1,,,,60,44,6,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2019,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2019,,,,,,,,,,5203,436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),2020,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2020,,,A,,,,,,,4232,409,0,,,,,,,3654,366,51,,,,48,,,,,,3654,366,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,48,,,,51,,,,48,,,,0,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,
Bolivia (Plurinational State of),2021,BO,BOL,68,AMR,Surveillance,1,1,,,,,,,,,2021,,,N,,,,,,,5107,481,0,,,,,,,5085,811,92,,,,28,,,,,,296,303,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,21,,,,55,,,,12,,,,37,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
Bolivia (Plurinational State of),1996,BO,BOL,68,AMR,Survey,18,1,,,,,Cluster sampling,,,,,,,A,,,Servicio Micobacterias,Instituto Nacional de Enfermedades Infecciosas,Buenos Aires,Argentina,,,,,,,,,,,,,,,,,,,,,,498,107,,,9.04,6.67,11.9,,5.61,2.09,11.81,,,,,,4.82,3.11,7.09,,14.02,8.06,22.07,,,,,,,,,,,,,,,,,,,,,,1.2,0.44,2.6,,4.67,1.53,10.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,* Any R and therefore all susceptible were added incorrect in 2nd report.  Changes have been made to this database to AnyR from 119 to 127 and Suscept from 379 to 371
Brazil,2004,BR,BRA,76,AMR,pre-2010 TME data collection,10000,1,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,312,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2005,BR,BRA,76,AMR,pre-2010 TME data collection,10000,1,,,,,,,,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2006,BR,BRA,76,AMR,pre-2010 TME data collection,10000,1,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2007,BR,BRA,76,AMR,pre-2010 TME data collection,10000,1,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,656,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,557,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,,,992,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2008,BR,BRA,76,AMR,pre-2010 TME data collection,10000,1,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,37,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,64,,,,,,,,,,,,,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2009,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2009,,,,1,,,,,,,,,,,,7215,1937,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,397,,,,52,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,326,43,,,,,,,,,,,,,,,,,,,,,,31,16,15,0,21,13,8,0,9,2,7,0,20,9,11,0,6,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2010,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2010,,,,,1,,,,,,,,,,,22,643,0,,,,,,,,,,,,,22,643,0,1,,,,51,,,,0,,,,0,,,,18,,,,0,,,,,,,,,,,,,,,,,,,,21,,,,552,,,,0,,,,,,,,,,,,,,,,,,,377,196,0,58,34,0,,,,,,,57,431,85,9,73,10,,,,,,,,,,,,,,,,,,,23,0,23,0,13,0,13,0,10,0,10,0,13,0,13,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2011,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2011,,,,,0,,,,,,,,,,,21,609,0,,,,,,,,,,,,,21,604,0,1,,,,39,,,,0,,,,1,,,,6,,,,0,,,,,,,,,,,,,,,,,,,,18,,,,548,,,,0,,,,0,0,0,0,,,,0,,,,0,,,,389,177,0,42,22,0,,,,,,,47,428,91,12,41,11,,,,,,,7,559,0,0,64,2,,,,,,,74,,,,23,,,,29,,,,45,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2012,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2012,,,,,1,,,,,,,,,,,7524,2087,527,,,,,,,,,,,,,700,198,2,113,,,,28,,,,0,,,,32,,,,4,,,,0,,,,,,,,,,,,,,,,,,,,562,,,,122,,,,0,,,,,,,,,,,,,,,,,,,448,236,0,153,63,0,,,,,,,65,561,58,29,142,45,,,,,,,4,680,0,2,214,0,,,,,,,119,,,,70,,,,33,,,,7,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2013,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2013,,,,,1,,,,,,,,,,,13667,4047,27,,,,,,,,,,,,,670,217,8,149,,,,36,,,,4,,,,37,,,,5,,,,1,,,,,,,,,,,,,,,,,,,,484,,,,176,,,,3,,,,0,0,0,0,,,,0,,,,0,,,,432,231,0,170,62,0,,,,,,,69,469,125,31,159,42,,,,,,,2,661,0,1,231,0,,,,,,,84,,,,54,,,,25,,,,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2014,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2014,,,,,1,,,,,,,,,,,10955,1558,20,,,,,,,,,,,,,,,,192,,,,46,,,,7,,,,29,,,,9,,,,2,,,,,,,,,,,,,,,,,,,,407,,,,236,,,,5,,,,,,,,,,,,,,,,,,,433,215,0,,,,,,,,,,63,488,97,,,,,,,,,,2,646,0,,,,,,,,,,240,,,,134,,,,100,,,,47,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2015,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2015,,,,,,,,,,,,,58529,12535,262,,,,,,,,,,,,,,,,5582,1997,,200,,,,39,,,,,,,,38,,,,11,,,,,,,,,,,,,,,,,,,,,,,,421,,,,136,,,,,,,,10655,2368,,363,,,,172,,,,,,,,,,,,,,,,,,,,60,407,90,854,5268,900,,,,,,,1,556,0,61,6958,3,,,,,,,228,,,,169,,,,53,,,,20,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2016,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2016,,,,,,,,,,43109,8655,134,,,,,,,,,,,,,,,,,,,6388,2043,,211,,,,94,,,,,,,,60,,,,33,,,,,,,,,,,,,,,,,,,,,,,,68,,,,82,,,,,,,,8037,1695,,253,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,128,694,168,1934,13929,2497,,,,,,,9,981,0,239,18109,12,163,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2017,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2017,,,,,,,,,,45341,9359,142,,,,,,,15367,3641,480,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,509,130,1733,13857,2671,,,,,,,8,737,2,191,18065,5,112,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2018,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2018,,,,,,,,,,49472,10050,150,,,,,,,20530,4800,563,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,579,178,2373,18663,3392,,,,,,,15,887,0,298,24130,0,127,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2019,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2019,,,,,,,,,,49885,10294,1126,,,,,,,24855,6079,665,,,,347,,,,,,9501,2987,,,,,,,,,,,,,,,,,,,,,,,,,,408,,,,190,,,,190,,,,158,,,,105,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,706,154,2815,23669,3438,,,,,,,13,999,0,347,29570,5,118,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2020,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2020,,,,,,,,,,44454,10003,1274,,,,,,,23759,6187,580,,,,328,,,,,,8284,2765,,,,,,,,,,,,,,,,,,,,,,,,,,288,,,,166,,,,156,,,,124,,,,66,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2021,BR,BRA,76,AMR,Surveillance,1,1,,,,,,,,,2021,,,,,,,,,,48336,10959,358,,,,,,,24394,6057,538,,,,303,,,,,,5468,1553,,,,,,,,,,,,,,,,,,,,,,,,,,237,,,,116,,,,144,,,,104,,,,41,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,1996,BR,BRA,76,AMR,Survey,20,0,Five States,,,,Cluster sampling,,,,,,,A,,,Servicio Micobacterias,Instituto Nacional de Enfermedades Infecciosas,Buenos Aires,Argentina,,,,,,,,,,,,,,,,,,,,,,2095,793,,,5.01,4.1,6.07,,5.8,4.25,7.74,,,,,,0.19,0.05,0.49,,0.63,0.2,1.47,,,,,,,,,,,,,,,,,,,,,,0.91,0.55,1.42,,5.42,3.92,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,* Combined estimates were calculated from resistance among new and retreatment cases but weighted by the proportion of retreatment cases in the NTP
Brazil,2008,BR,BRA,76,AMR,Survey,3041,0,"Rio de Janeiro, Rio Grande do Sul, Bahia, FD Brasilia, Santa Catarina, Minas Gerais, Sao Paolo",,,,,,,,,,,A,,,Servicio Micobacterias,Instituto Nacional de Enfermedades Infecciosas,Buenos Aires,Argentina,,,,,,,,,,,,,,,,,,,,,,3000,800,,,4.6,3.9,5,,7.8,6,9.8,,,,,,0.1,0,0.3,,0.5,0.1,1.3,,,,,,,,,,,,,,,,,,,,,,1.4,1,1.8,,7.5,5.7,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,2004,BB,BRB,52,AMR,pre-2010 TME data collection,10000,1,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,2007,BB,BRB,52,AMR,pre-2010 TME data collection,10000,1,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,2009,BB,BRB,52,AMR,Surveillance,1,1,,,,,,,,,2009,,,,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,2010,BB,BRB,52,AMR,Surveillance,1,1,,,,,,,,,2010,,,,,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,2011,BB,BRB,52,AMR,Surveillance,1,1,,,,,,,,,2011,,,,,0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,0,0,0,,,,0,,,,0,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
