country,iso3,g.whoregion,year.new,source.new,all.areas.covered.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi,year.ret,source.ret,all.areas.covered.ret,surv.quality.ret,dst.rlt.ret,mdr.ret,mdr.ret.pcnt,mdr.ret.pcnt.lo,mdr.ret.pcnt.hi,dr.r.nh.ret,dr.r.nh.ret.pcnt,dr.r.nh.ret.pcnt.lo,dr.r.nh.ret.pcnt.hi,xpert.ret,xpert.dr.r.ret,xpert.dr.r.ret.pcnt,xpert.dr.r.ret.pcnt.lo,xpert.dr.r.ret.pcnt.hi,r.rlt.ret,rr.ret,rr.ret.pcnt,rr.ret.pcnt.lo,rr.ret.pcnt.hi,dst.rlt.hr.ret,dst.rlt.hr.ret.pcnt,dst.rlt.hr.ret.pcnt.lo,dst.rlt.hr.ret.pcnt.hi,dst.rlt.rr.ret,dst.rlt.rr.ret.pcnt,dst.rlt.rr.ret.pcnt.lo,dst.rlt.rr.ret.pcnt.hi,dr.h.nr.ret,dr.h.nr.ret.pcnt,dr.h.nr.ret.pcnt.lo,dr.h.nr.ret.pcnt.hi
Liberia,LBR,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,Surveillance,1,R,,,,,,,,,,,,,,,23,0,,,,,,,,,,,,,,,
Libya,LBY,EMR,2020,Surveillance,1,N,0,0,,,,,,,,,,,,,732,12,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,LCA,AMR,2021,Surveillance,1,N,0,0,,,,,,,,,,,,,2,0,,,,0,,,,0,,,,,,,,2013,Surveillance,1,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Sri Lanka,LKA,SEA,2018,Survey,1,A,1052,,0.1,0,0.5,,,,,,,,,,1421,,0.1,0,0.5,,0.2,0,0.7,,0.2,0,0.7,,,,,2021,Surveillance,1,R,0,0,,,,,,,,,,,,,377,6,,,,0,,,,0,,,,,,,
Lesotho,LSO,AFR,2021,Surveillance,1,A,53,0,,,,,,,,,,,,,2279,53,,,,0,,,,53,,,,,,,,2021,Surveillance,1,A,22,0,,,,,,,,,,,,,346,21,,,,1,,,,21,,,,,,,
Lithuania,LTU,EUR,2021,Surveillance,1,A,465,68,,,,,,,,,,,,,465,73,,,,121,,,,73,,,,,,,,2021,Surveillance,1,A,96,30,,,,,,,,,,,,,96,32,,,,39,,,,32,,,,,,,
Luxembourg,LUX,EUR,2021,Surveillance,1,A,21,0,,,,,,,,,,,,,21,0,,,,2,,,,0,,,,,,,,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Latvia,LVA,EUR,2021,Surveillance,1,A,158,12,,,,,,,,,,,,,160,14,,,,42,,,,12,,,,,,,,2021,Surveillance,1,A,24,5,,,,,,,,,,,,,24,5,,,,9,,,,5,,,,,,,
"China, Macao SAR",MAC,WPR,2021,Surveillance,1,A,191,0,,,,,,,,,,,,,193,3,,,,12,,,,1,,,,,,,,2021,Surveillance,1,A,30,2,,,,,,,,,,,,,30,2,,,,5,,,,2,,,,,,,
Morocco,MAR,EMR,2014,Survey,1,A,1086,,1,0.3,1.7,,0,0,0.3,,,,,,,,,,,,,,,,,,,,2.8,1.8,3.8,2021,Surveillance,1,R,176,123,,,,,,,,,,,,,1666,148,,,,151,,,,148,,,,,,,
Monaco,MCO,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of Moldova,MDA,EUR,2021,Surveillance,1,A,916,254,,,,,,,,,,,,,991,256,,,,328,,,,256,,,,,,,,2021,Surveillance,1,A,382,200,,,,,,,,,,,,,512,203,,,,223,,,,202,,,,,,,
Madagascar,MDG,AFR,2007,Survey,1,A,810,,0.49,0.13,1.26,,0,0,0.37,,,,,,,,,,,,,,,,,,,,4.07,2.8,5.72,2007,Survey,1,A,51,,3.92,0.48,13.46,,1.96,0.05,10.45,,,,,,,,,,,,,,,,,,,,5.88,1.23,16.24
Maldives,MDV,SEA,2021,Surveillance,1,N,0,0,,,,,,,,,,,,,46,0,,,,0,,,,0,,,,,,,,2016,Surveillance,1,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Mexico,MEX,AMR,2009,Survey,1,A,1584,,2.4,2.1,2.8,,0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,6.1,5.6,6.6,2021,Surveillance,1,R,266,80,,,,,,,,,,,,,1201,172,,,,142,,,,172,,,,,,,
Marshall Islands,MHL,WPR,2021,Surveillance,1,A,20,0,,,,,,,,,,,,,31,0,,,,0,,,,0,,,,,,,,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,1,,,,0,,,,,,,
North Macedonia,MKD,EUR,2021,Surveillance,1,A,100,0,,,,,,,,,,,,,100,1,,,,2,,,,1,,,,,,,,2021,Surveillance,1,A,11,0,,,,,,,,,,,,,11,1,,,,1,,,,1,,,,,,,
Mali,MLI,AFR,2019,Survey,1,A,,,,,,,,,,,,,,,1105,,0.9,0.5,1.6,,,,,,,,,,,,,2021,Surveillance,1,R,19,17,,,,,,,,,,,,,232,35,,,,18,,,,18,,,,,,,
Malta,MLT,EUR,2021,Surveillance,1,N,27,0,,,,,,,,,,,,,27,1,,,,2,,,,1,,,,,,,,2017,Surveillance,1,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Myanmar,MMR,SEA,2020,Surveillance,1,A,442,79,,,,,,,,,,,,,33246,1302,,,,127,,,,89,,,,,,,,2020,Surveillance,1,A,810,48,,,,,,,,,,,,,6076,1066,,,,159,,,,63,,,,,,,
Montenegro,MNE,EUR,2021,Surveillance,1,A,49,0,,,,,,,,,,,,,55,0,,,,1,,,,0,,,,,,,,2021,Surveillance,1,A,6,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,,,,,
Mongolia,MNG,WPR,2021,Surveillance,1,A,116,29,,,,,,,,,,,,,1106,84,,,,46,,,,29,,,,,,,,2021,Surveillance,1,A,42,3,,,,,,,,,,,,,297,17,,,,11,,,,4,,,,,,,
Northern Mariana Islands,MNP,WPR,2021,Surveillance,1,A,11,0,,,,,,,,,,,,,11,0,,,,1,,,,0,,,,,,,,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Mozambique,MOZ,AFR,2022,Survey,1,A,,,,,,,,,,,,,,,2005,,3.9,2.8,5.4,,,,,,,,,,,,,2022,Survey,1,A,,,,,,,,,,,,,,,108,,5.4,2.5,11.3,,,,,,,,,,,,
Mauritania,MRT,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Surveillance,1,R,26,26,,,,,,,,,,,,,57,26,,,,26,,,,26,,,,,,,
Montserrat,MSR,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,AFR,2021,Surveillance,1,A,2,1,,,,,,,,,,,,,83,2,,,,1,,,,2,,,,,,,,2021,Surveillance,1,A,0,0,,,,,,,,,,,,,3,0,,,,0,,,,0,,,,,,,
Malawi,MWI,AFR,2019,Survey,1,A,1466,,0.68,0.32,1.25,,,,,,,,,,1541,,2.32,1.56,3.08,,8.19,6.83,9.7,,2.04,1.38,2.9,,7.4,6.14,8.89,2019,Survey,1,A,483,,2.7,1.44,4.55,,,,,,,,,,567,,6.1,4.13,8.05,,13.04,10.17,16.3,,5.79,3.8,8.26,,10.35,7.78,13.41
Malaysia,MYS,WPR,2021,Surveillance,1,N,10265,44,,,,,,,,,,,,,10434,95,,,,227,,,,90,,,,,,,,2020,Surveillance,1,R,654,59,,,,,,,,,,,,,754,101,,,,89,,,,98,,,,,,,
Namibia,NAM,AFR,2021,Surveillance,1,A,159,139,,,,,,,,,,,,,4062,169,,,,139,,,,159,,,,,,,,2021,Surveillance,1,A,67,12,,,,,,,,,,,,,971,67,,,,12,,,,67,,,,,,,
New Caledonia,NCL,WPR,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,15,0,,,,1,,,,0,,,,,,,,2021,Surveillance,1,A,0,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Niger,NER,AFR,2022,Survey,1,A,,,,,,,,,,,,,,,964,,2.8,1.6,5,,,,,,,,,,,,,2022,Survey,1,A,,,,,,,,,,,,,,,110,,13.9,8.1,22.7,,,,,,,,,,,,
Nigeria,NGA,AFR,2010,Survey,1,A,1190,,2.9,2.1,4,,1.4,0.9,2.2,,,,,,,,,,,,,,,,,,,,4.3,3.3,5.5,2019,Surveillance,1,R,,,,,,,,,,,,,,,4758,,,,,,,,,,,,,,,,
Nicaragua,NIC,AMR,2020,Surveillance,1,A,1262,1,,,,,,,,,,,,,1262,18,,,,1,,,,18,,,,,,,,2020,Surveillance,1,A,146,1,,,,,,,,,,,,,146,8,,,,1,,,,8,,,,,,,
Niue,NIU,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,EUR,2021,Surveillance,1,N,270,7,,,,,,,,,,,,,270,8,,,,20,,,,8,,,,,,,,2019,Surveillance,1,A,13,0,,,,,,,,,,,,,13,0,,,,0,,,,0,,,,,,,
Norway,NOR,EUR,2021,Surveillance,1,A,66,6,,,,,,,,,,,,,68,6,,,,9,,,,6,,,,,,,,2021,Surveillance,1,A,9,2,,,,,,,,,,,,,9,2,,,,2,,,,2,,,,,,,
Nepal,NPL,SEA,2021,Surveillance,1,N,208,2,,,,,,,,,,,,,11863,456,,,,7,,,,2,,,,,,,,2011,Survey,1,A,142,,15.4,10.1,22.7,,0,,,,,,,,,,,,,,,,,,,,,,6.7,2.9,17.7
Nauru,NRU,WPR,2021,Surveillance,1,N,0,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,WPR,2014,Surveillance,1,A,156,2,,,,2,,,,,,,,,,,,,,,,,,,,,,10,,,,2014,Surveillance,1,A,5,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Oman,OMN,EMR,2021,Surveillance,1,N,144,0,,,,,,,,,,,,,144,0,,,,10,,,,0,,,,,,,,2020,Surveillance,1,A,3,0,,,,,,,,,,,,,3,0,,,,0,,,,0,,,,,,,
Pakistan,PAK,EMR,2013,Survey,1,A,1380,,3.7,2.5,5,,0.7,0.1,1.2,1610,,4.2,3.2,5.3,,,,,,,,,,,,,,,7.9,6.5,9.4,2019,Surveillance,1,R,2275,1176,,,,,,,,,,,,,11982,874,,,,1332,,,,1371,,,,,,,
Panama,PAN,AMR,2019,Surveillance,1,N,526,5,,,,,,,,,,,,,526,22,,,,12,,,,22,,,,,,,,2016,Surveillance,1,R,57,1,,,,9,,,,7,1,,,,,,,,,,,,,,,,,1,,,
Peru,PER,AMR,2021,Surveillance,1,A,12374,337,,,,,,,,,,,,,13453,548,,,,740,,,,415,,,,,,,,2021,Surveillance,1,A,2054,123,,,,,,,,,,,,,2217,189,,,,175,,,,151,,,,,,,
Philippines,PHL,WPR,2021,Surveillance,1,A,415,294,,,,,,,,,,,,,111868,3795,,,,297,,,,409,,,,,,,,2021,Surveillance,1,A,821,638,,,,,,,,,,,,,14738,3781,,,,644,,,,811,,,,,,,
Palau,PLW,WPR,2021,Surveillance,1,N,2,0,,,,,,,,,,,,,6,0,,,,2,,,,0,,,,,,,,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Papua New Guinea,PNG,WPR,2014,Survey,0,A,999,,2.7,1.1,4.3,,1.4,0.8,2.3,999,,3.4,1.7,5,,,,,,,,,,,,,,,,,,2014,Survey,0,A,146,,19.1,8.5,29.8,,8.2,4.3,13.9,146,,25.6,14.9,36.3,,,,,,,,,,,,,,,,,
Poland,POL,EUR,2021,Surveillance,1,A,2378,35,,,,,,,,,,,,,2381,38,,,,103,,,,38,,,,,,,,2021,Surveillance,1,A,331,18,,,,,,,,,,,,,331,19,,,,33,,,,19,,,,,,,
Puerto Rico,PRI,AMR,2021,Surveillance,1,A,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,1,1,,,,0,,,,1,,,,,,,
Democratic People's Republic of Korea,PRK,SEA,2014,Survey,0,A,362,,1.9,0.8,3.9,,0.3,0,1.5,,,,,,,,,,,,,,,,,,,,,,,2014,Survey,0,A,98,,15.3,8.8,24,,1,0,5.6,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,EUR,2012,Surveillance,1,A,1219,12,,,,0,,,,,,,,,,,,,,,,,,,,,,57,,,,2012,Surveillance,1,A,102,5,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Paraguay,PRY,AMR,2021,Surveillance,1,A,1639,1,,,,,,,,,,,,,1639,9,,,,4,,,,9,,,,,,,,2021,Surveillance,1,A,373,1,,,,,,,,,,,,,373,10,,,,3,,,,10,,,,,,,
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2020,Surveillance,1,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,WPR,2021,Surveillance,1,A,,,,,,,,,,,,,,,32,5,,,,,,,,,,,,,,,,2021,Surveillance,1,A,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,
Qatar,QAT,EMR,2021,Surveillance,1,N,411,5,,,,,,,,,,,,,411,5,,,,5,,,,5,,,,,,,,2020,Surveillance,1,A,3,1,,,,,,,,,,,,,3,1,,,,1,,,,1,,,,,,,
Romania,ROU,EUR,2021,Surveillance,1,A,4090,80,,,,,,,,,,,,,4303,115,,,,186,,,,109,,,,,,,,2021,Surveillance,1,A,1138,108,,,,,,,,,,,,,1226,141,,,,150,,,,135,,,,,,,
Russian Federation,RUS,EUR,2021,Surveillance,1,A,21391,7162,,,,,,,,,,,,,21391,7707,,,,9574,,,,7707,,,,,,,,2021,Surveillance,1,A,18831,12084,,,,,,,,,,,,,18831,12745,,,,13409,,,,12745,,,,,,,
Rwanda,RWA,AFR,2021,Surveillance,1,A,,,,,,,,,,,,,,,3090,24,,,,,,,,,,,,,,,,2021,Surveillance,1,A,,,,,,,,,,,,,,,299,10,,,,,,,,,,,,,,,
Saudi Arabia,SAU,EMR,2010,Survey,1,A,1609,,1.8,1.4,2.4,,0.8,0.5,1.2,,,,,,,,,,,,,,,,,,,,5.7,4.9,6.7,2018,Surveillance,1,R,45,2,,,,,,,,,,,,,116,2,,,,13,,,,2,,,,,,,
Sudan,SDN,EMR,2017,Survey,1,A,,,2.3,1.2,3.5,,,,,1030,,2.9,1.7,4.1,,,,,,,3.9,2.8,5,,,,,,,,,2021,Surveillance,1,R,,,,,,,,,,,,,,,655,93,,,,,,,,,,,,,,,
Senegal,SEN,AFR,2014,Survey,1,A,818,,0.5,0,1,,0.4,0,0.9,,,,,,,,,,,,,,,,,,,,,,,2021,Surveillance,1,R,45,32,,,,,,,,,,,,,674,54,,,,32,,,,44,,,,,,,
Singapore,SGP,WPR,2021,Surveillance,1,A,1051,16,,,,,,,,,,,,,1051,17,,,,75,,,,17,,,,,,,,2021,Surveillance,1,A,67,2,,,,,,,,,,,,,67,2,,,,6,,,,2,,,,,,,
Solomon Islands,SLB,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,Surveillance,1,R,0,0,,,,,,,,,,,,,3,0,,,,0,,,,0,,,,,,,
Sierra Leone,SLE,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,Surveillance,1,R,83,0,,,,1,,,,40,4,,,,,,,,,,,,,,,,,3,,,
San Marino,SMR,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,EMR,2011,Survey,1,A,754,,5.2,2.7,7.7,,3.5,2.4,5,,,,,,,,,,,,,,,,,,,,6,4.5,7.9,2019,Surveillance,1,R,18,11,,,,,,,,,,,,,40,35,,,,11,,,,18,,,,,,,
Serbia,SRB,EUR,2013,Surveillance,1,A,705,6,,,,2,,,,0,0,,,,,,,,,,,,,,,,,8,,,,2013,Surveillance,1,A,86,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,2,,,
South Sudan,SSD,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,AFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,Surveillance,1,R,8,7,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Suriname,SUR,AMR,2021,Surveillance,1,A,59,9,,,,,,,,,,,,,67,9,,,,59,,,,9,,,,,,,,2021,Surveillance,1,A,6,1,,,,,,,,,,,,,7,1,,,,6,,,,1,,,,,,,
Slovakia,SVK,EUR,2021,Surveillance,1,A,65,2,,,,,,,,,,,,,65,3,,,,5,,,,3,,,,,,,,2021,Surveillance,1,A,5,2,,,,,,,,,,,,,5,2,,,,2,,,,2,,,,,,,
Slovenia,SVN,EUR,2021,Surveillance,1,A,58,1,,,,,,,,,,,,,58,1,,,,4,,,,1,,,,,,,,2021,Surveillance,1,A,6,0,,,,,,,,,,,,,6,0,,,,0,,,,0,,,,,,,
Sweden,SWE,EUR,2021,Surveillance,1,A,173,3,,,,,,,,,,,,,173,4,,,,15,,,,4,,,,,,,,2021,Surveillance,1,A,8,0,,,,,,,,,,,,,8,0,,,,0,,,,0,,,,,,,
Eswatini,SWZ,AFR,2021,Surveillance,1,A,69,8,,,,,,,,,,,,,953,40,,,,33,,,,40,,,,,,,,2021,Surveillance,1,A,53,7,,,,,,,,,,,,,72,26,,,,31,,,,26,,,,,,,
Sint Maarten (Dutch part),SXM,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,AFR,2021,Surveillance,1,N,9,0,,,,,,,,,,,,,9,0,,,,9,,,,0,,,,,,,,2019,Surveillance,1,A,0,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Syrian Arab Republic,SYR,EMR,2019,Surveillance,1,A,237,5,,,,,,,,,,,,,906,11,,,,15,,,,6,,,,,,,,2021,Surveillance,1,R,,,,,,,,,,,,,,,63,6,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,AFR,2021,Surveillance,1,A,0,0,,,,,,,,,,,,,7424,115,,,,0,,,,0,,,,,,,,2021,Surveillance,1,A,0,0,,,,,,,,,,,,,763,28,,,,0,,,,0,,,,,,,
Togo,TGO,AFR,2021,Surveillance,1,A,63,5,,,,,,,,,,,,,1805,12,,,,5,,,,12,,,,,,,,2021,Surveillance,1,A,70,4,,,,,,,,,,,,,194,7,,,,6,,,,7,,,,,,,
Thailand,THA,SEA,2018,Survey,1,A,,,1.2,0.7,2,,,,,,,,,,,,1.3,0.8,2,,,,,,,,,,,,,2021,Surveillance,1,R,1919,131,,,,,,,,,,,,,3696,284,,,,255,,,,183,,,,,,,
Tajikistan,TJK,EUR,2021,Surveillance,1,A,1584,267,,,,,,,,,,,,,1862,501,,,,435,,,,280,,,,,,,,2021,Surveillance,1,A,265,68,,,,,,,,,,,,,305,105,,,,98,,,,71,,,,,,,
Tokelau,TKL,WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,EUR,2021,Surveillance,1,A,,,,,,,,,,,,,,,541,251,,,,,,,,,,,,,,,,2021,Surveillance,1,A,,,,,,,,,,,,,,,295,165,,,,,,,,,,,,,,,
Timor-Leste,TLS,SEA,2019,Survey,1,A,59,,1.7,0.1,7.2,,,,,,,,,,844,,0.6,0.2,1.3,,11.9,5.3,21.7,,1.7,0.1,7.2,,10.2,4.2,19.5,2019,Survey,1,A,5,,0,0,100,,,,,,,,,,73,,2.7,0.5,8.2,,0,0,100,,20,1.3,62.8,,0,0,100
Tonga,TON,WPR,2021,Surveillance,1,N,0,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,,,,,,2017,Surveillance,1,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Trinidad and Tobago,TTO,AMR,2018,Surveillance,1,A,0,,,,,,,,,,,,,,151,0,,,,,,,,,,,,,,,,2018,Surveillance,1,A,0,,,,,,,,,,,,,,21,1,,,,,,,,,,,,,,,
Tunisia,TUN,EMR,2018,Surveillance,1,A,1051,11,,,,,,,,,,,,,1051,11,,,,11,,,,11,,,,,,,,2021,Surveillance,1,R,30,9,,,,,,,,,,,,,30,11,,,,9,,,,11,,,,,,,
Türkiye,TUR,EUR,2021,Surveillance,1,N,3652,78,,,,,,,,,,,,,3654,95,,,,404,,,,94,,,,,,,,2020,Surveillance,1,A,285,24,,,,,,,,,,,,,297,33,,,,56,,,,30,,,,,,,
Tuvalu,TUV,WPR,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,19,1,,,,0,,,,1,,,,,,,,2021,Surveillance,1,A,1,0,,,,,,,,,,,,,1,1,,,,0,,,,1,,,,,,,
United Republic of Tanzania,TZA,AFR,2021,Surveillance,1,A,539,19,,,,,,,,,,,,,26624,346,,,,34,,,,61,,,,,,,,2021,Surveillance,1,A,216,12,,,,,,,,,,,,,1080,97,,,,20,,,,31,,,,,,,
Uganda,UGA,AFR,2019,Surveillance,1,N,95,60,,,,,,,,,,,,,29900,313,,,,63,,,,70,,,,,,,,2011,Survey,1,A,116,,12.1,6.8,19.4,,0,,,,,,,,,,,,,,,,,,,,,,5.2,1.9,10
Ukraine,UKR,EUR,2021,Surveillance,1,A,9237,1881,,,,,,,,,,,,,9237,2418,,,,2636,,,,2418,,,,,,,,2021,Surveillance,1,A,3977,1218,,,,,,,,,,,,,3977,1607,,,,1451,,,,1607,,,,,,,
Uruguay,URY,AMR,2021,Surveillance,1,N,491,0,,,,,,,,,,,,,510,1,,,,4,,,,1,,,,,,,,2020,Surveillance,1,A,6,0,,,,,,,,,,,,,79,4,,,,3,,,,3,,,,,,,
United States of America,USA,AMR,2021,Surveillance,1,A,4797,59,,,,,,,,,,,,,4814,74,,,,430,,,,74,,,,,,,,2021,Surveillance,1,A,193,9,,,,,,,,,,,,,195,13,,,,25,,,,12,,,,,,,
Uzbekistan,UZB,EUR,2021,Surveillance,1,A,4929,792,,,,,,,,,,,,,4929,912,,,,913,,,,912,,,,,,,,2021,Surveillance,1,A,1868,718,,,,,,,,,,,,,1868,740,,,,740,,,,740,,,,,,,
Saint Vincent and the Grenadines,VCT,AMR,2020,Surveillance,1,N,13,0,,,,,,,,,,,,,13,0,,,,13,,,,0,,,,,,,,2014,Surveillance,1,R,0,0,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,
Venezuela (Bolivarian Republic of),VEN,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,AMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,WPR,2021,Surveillance,1,A,,,,,,,,,,,,,,,38689,1682,,,,,,,,,,,,,,,,2021,Surveillance,1,A,3438,573,,,,,,,,,,,,,4583,668,,,,1220,,,,609,,,,,,,
Vanuatu,VUT,WPR,2020,Surveillance,1,N,43,0,,,,,,,,,,,,,43,0,,,,43,,,,0,,,,,,,,2017,Surveillance,1,A,0,0,,,,,,,,,,,,,0,0,,,,0,,,,0,,,,,,,
Wallis and Futuna Islands,WLF,WPR,2019,Surveillance,1,N,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,WPR,2021,Surveillance,1,N,0,0,,,,,,,,,,,,,13,0,,,,0,,,,0,,,,,,,,2016,Surveillance,1,A,0,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Yemen,YEM,EMR,2011,Survey,1,A,1108,,1.7,0.5,3,,0.6,0,1.3,,,,,,,,,,,,,,,,,,,,1.9,1,2.8,2011,Survey,1,A,129,,14.9,8.1,21.7,,3.2,0.1,6.3,,,,,,,,,,,,,,,,,,,,1.5,0,3.6
South Africa,ZAF,AFR,2021,Surveillance,1,A,92888,1548,,,,,,,,,,,,,92888,3665,,,,1569,,,,3665,,,,,,,,2021,Surveillance,1,A,10204,1269,,,,,,,,,,,,,10204,2716,,,,1279,,,,2716,,,,,,,
Zambia,ZMB,AFR,2021,Surveillance,1,N,253,34,,,,,,,,,,,,,16922,325,,,,61,,,,46,,,,,,,,2020,Survey,1,A,,,,,,,,,,,,,,,121,,9.3,5,16.5,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,2020,Surveillance,1,A,224,25,,,,,,,,,,,,,7361,124,,,,33,,,,33,,,,,,,,2020,Surveillance,1,A,90,37,,,,,,,,,,,,,410,100,,,,37,,,,46,,,,,,,
