country,iso3,g_whoregion,row_rank_ret,year_ret,source_ret,all_areas_covered_ret,surv_quality_ret,dst_rlt_ret,mdr_ret,mdr_ret_pcnt,mdr_ret_pcnt_lo,mdr_ret_pcnt_hi,dr_r_nh_ret,dr_r_nh_ret_pcnt,dr_r_nh_ret_pcnt_lo,dr_r_nh_ret_pcnt_hi,xpert_ret,xpert_dr_r_ret,xpert_dr_r_ret_pcnt,xpert_dr_r_ret_pcnt_lo,xpert_dr_r_ret_pcnt_hi,r_rlt_ret,rr_ret,rr_ret_pcnt,rr_ret_pcnt_lo,rr_ret_pcnt_hi,dst_rlt_hr_ret,dst_rlt_hr_ret_pcnt,dst_rlt_hr_ret_pcnt_lo,dst_rlt_hr_ret_pcnt_hi,dst_rlt_rr_ret,dst_rlt_rr_ret_pcnt,dst_rlt_rr_ret_pcnt_lo,dst_rlt_rr_ret_pcnt_hi,dr_h_nr_ret,dr_h_nr_ret_pcnt,dr_h_nr_ret_pcnt_lo,dr_h_nr_ret_pcnt_hi
United States of America,USA,AMR,16,2006,pre-2010 TME data collection,1,A,494,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,17,2005,Surveillance,1,A,505,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,18,2004,Surveillance,1,A,537,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,19,2003,Surveillance,1,A,524,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,20,2002,Surveillance,1,A,569,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,21,2001,Surveillance,1,A,629,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,22,2000,Surveillance,1,A,632,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,23,1999,Surveillance,1,A,669,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,24,1998,Surveillance,1,A,749,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,25,1997,Surveillance,1,A,742,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,26,1996,Surveillance,1,A,862,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,27,1995,Surveillance,1,A,958,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,28,1994,Surveillance,1,A,1033,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States of America,USA,AMR,29,1993,Surveillance,1,A,982,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,AMR,1,2018,Surveillance,1,A,81,0,,,,,,,,,,,,,81,0,,,,1,,,,0,,,,,,,
Uruguay,URY,AMR,2,2017,Surveillance,1,A,41,0,,,,,,,,,,,,,41,2,,,,1,,,,2,,,,,,,
Uruguay,URY,AMR,3,2016,Surveillance,1,A,50,1,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,
Uruguay,URY,AMR,4,2015,Surveillance,1,A,20,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Uruguay,URY,AMR,5,2012,Surveillance,1,A,42,1,,,,2,,,,0,0,,,,,,,,,,,,,,,,,4,,,
Uruguay,URY,AMR,6,2011,Surveillance,1,A,38,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Uruguay,URY,AMR,7,2005,Survey,1,A,33,,6.06,.74,20.23,,0,0,8.68,,,,,,,,,,,,,,,,,,,,0,0,8.68
Uruguay,URY,AMR,8,1997,Survey,1,A,16,,6.25,.16,30.23,,12.5,1.55,38.35,,,,,,,,,,,,,,,,,,,,75,47.62,92.73
Uzbekistan,UZB,EUR,1,2021,Surveillance,1,A,1868,718,,,,,,,,,,,,,1868,740,,,,740,,,,740,,,,,,,
Uzbekistan,UZB,EUR,2,2020,Surveillance,1,A,1499,673,,,,,,,,,,,,,1767,679,,,,929,,,,679,,,,,,,
Uzbekistan,UZB,EUR,3,2019,Surveillance,1,A,2145,418,,,,,,,,,,,,,2145,467,,,,472,,,,467,,,,,,,
Uzbekistan,UZB,EUR,4,2018,Surveillance,1,A,2013,424,,,,,,,,,,,,,2013,687,,,,542,,,,687,,,,,,,
Uzbekistan,UZB,EUR,5,2011,Survey,1,A,332,,62,52.5,70.7,,.5,.1,2.1,,,,,,,,,,,,,,,,,,,,16.9,13.5,21.1
Venezuela (Bolivarian Republic of),VEN,AMR,1,1999,Survey,1,A,104,,13.46,7.56,21.55,,4.81,1.58,10.86,,,,,,,,,,,,,,,,,,,,9.619999999999999,4.71,16.97
Viet Nam,VNM,WPR,1,2012,Survey,1,A,195,,23.3,16.7,29.9,,1,.1,3.7,,,,,,,,,,,,,,,,,,,,17.4,12.4,23.5
Viet Nam,VNM,WPR,2,2006,Survey,1,A,207,,19.32,14.18,25.37,,1.93,.53,4.87,,,,,,,,,,,,,,,,,,,,24.15,18.49,30.57
Yemen,YEM,EMR,1,2011,Survey,1,A,129,,14.9,8.1,21.7,,3.2,.1,6.3,,,,,,,,,,,,,,,,,,,,1.5,0,3.6
Yemen,YEM,EMR,2,2004,Survey,1,A,53,,11.32,4.27,23.03,,0,0,5.5,,,,,,,,,,,,,,,,,,,,1.89,.05,10.07
Zambia,ZMB,AFR,1,2008,Survey,1,A,136,,8.1,4.1,14,,10.3,5.7,16.6,,,,,,,,,,,,,,,,,,,,11.8,6.9,18.4
Zambia,ZMB,AFR,2,2000,Survey,1,A,44,,2.27,.06,12.02,,0,0,6.58,,,,,,,,,,,,,,,,,,,,4.55,.5600000000000001,15.47
Zimbabwe,ZWE,AFR,1,2016,Survey,1,A,141,,6.4,2.4,10.3,,,,,141,,14.2,8.9,19.5,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,AFR,2,1995,Survey,1,A,36,,8.33,1.75,22.47,,0,0,7.98,,,,,,,,,,,,,,,,,,,,5.56,.68,18.66
Azerbaijan,AZE,EUR,1001,2007,Survey,0,A,552,,55.8,49.73,62.39,,.18,0,1.01,,,,,,,,,,,,,,,,,,,,23.91,20,28.36
Belarus,BLR,EUR,1001,2010,Survey,0,A,68,,76.5,66.09999999999999,86.8,,1.5,.3,7.8,,,,,,,,,,,,,,,,,,,,2.9,.9,9.4
Brazil,BRA,AMR,1001,2008,Survey,0,A,800,,7.5,5.7,9.9,,.5,.1,1.3,,,,,,,,,,,,,,,,,,,,7.8,6,9.800000000000001
Brazil,BRA,AMR,1002,1996,Survey,0,A,793,,5.42,3.92,7.3,,.63,.2,1.47,,,,,,,,,,,,,,,,,,,,5.8,4.25,7.74
Central African Republic,CAF,AFR,1001,1998,Survey,0,A,33,,18.18,6.98,35.46,,3.03,.08,15.76,,,,,,,,,,,,,,,,,,,,12.12,3.4,28.2
China,CHN,WPR,1001,2005,Survey,0,A,200,,12.5,8.26,17.9,,2.5,.82,5.74,,,,,,,,,,,,,,,,,,,,9,5.42,13.85
China,CHN,WPR,1002,2005,Survey,0,A,421,,30.4,26.04,35.04,,9.98,7.28,13.25,,,,,,,,,,,,,,,,,,,,17.58,14.06,21.56
China,CHN,WPR,1003,2004,Survey,0,A,154,,11.69,7.08,17.84,,3.25,1.06,7.41,,,,,,,,,,,,,,,,,,,,12.99,8.119999999999999,19.34
China,CHN,WPR,1004,2002,Survey,0,A,308,,41.88,36.31,47.61,,9.09,6.13,12.87,,,,,,,,,,,,,,,,,,,,14.61,10.86,19.06
China,CHN,WPR,1005,2001,Survey,0,A,265,,36.6,30.79,42.72,,6.04,3.49,9.619999999999999,,,,,,,,,,,,,,,,,,,,10.57,7.14,14.91
China,CHN,WPR,1006,1999,Survey,0,A,63,,17.46,9.050000000000001,29.1,,4.76,.99,13.29,,,,,,,,,,,,,,,,,,,,6.35,1.76,15.47
China,CHN,WPR,1007,1999,Survey,0,A,140,,35,27.14,43.51,,10,5.58,16.21,,,,,,,,,,,,,,,,,,,,9.289999999999999,5.04,15.36
China,CHN,WPR,1008,1999,Survey,0,A,238,,21.85,16.77,27.64,,5.04,2.63,8.640000000000001,,,,,,,,,,,,,,,,,,,,11.34,7.61,16.08
China,CHN,WPR,1009,1999,Survey,0,A,86,,24.42,15.79,34.87,,4.65,1.28,11.48,,,,,,,,,,,,,,,,,,,,17.44,10.1,27.13
China,CHN,WPR,1010,1997,Survey,0,A,220,,19.55,14.52,25.41,,3.64,1.58,7.04,,,,,,,,,,,,,,,,,,,,20.91,15.73,26.89
China,CHN,WPR,1011,1996,Survey,0,A,726,,34.44,30.29,38.98,,9.09,7.03,11.57,,,,,,,,,,,,,,,,,,,,14.33,11.7,17.36
Democratic People's Republic of Korea,PRK,SEA,1001,2014,Survey,0,A,98,,15.3,8.800000000000001,24,,1,0,5.6,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,AFR,1001,1998,Survey,0,A,32,,28.13,13.75,46.75,,0,0,8.94,,,,,,,,,,,,,,,,,,,,21.88,9.279999999999999,39.97
India,IND,SEA,1001,2009,Survey,0,A,917,,11.9,9.5,14.4,,1.5,.7,2.4,,,,,,,,,,,,,,,,,,,,16.6,14.3,18.8
India,IND,SEA,1002,2006,Survey,0,A,1047,,17.38,14.95,20.1,,.76,.33,1.51,,,,,,,,,,,,,,,,,,,,19.39,16.81,22.25
India,IND,SEA,1003,1997,Survey,0,A,16,,25,7.27,52.38,,0,0,17.08,,,,,,,,,,,,,,,,,,,,25,7.27,52.38
Indonesia,IDN,SEA,1001,2010,Survey,0,A,155,,9.699999999999999,5.7,13.7,,1.9,0,4.1,,,,,,,,,,,,,,,,,,,,9.699999999999999,5,14.4
Indonesia,IDN,SEA,1002,2006,Survey,0,A,70,,17.1,8.1,26.2,,4.6,0,10,,,,,,,,,,,,,,,,,,,,7.1,1.6,12.6
Malaysia,MYS,WPR,1001,1997,Survey,0,A,16,,0,0,17.08,,6.25,.16,30.23,,,,,,,,,,,,,,,,,,,,0,0,17.08
Mexico,MEX,AMR,1001,1997,Survey,0,A,107,,22.43,14.93,31.51,,5.61,2.09,11.81,,,,,,,,,,,,,,,,,,,,10.28,5.24,17.65
Papua New Guinea,PNG,WPR,1001,2014,Survey,0,A,146,,19.1,8.5,29.8,,8.199999999999999,4.3,13.9,146,,25.6,14.9,36.3,,,,,,,,,,,,,,,,,
South Africa,ZAF,AFR,1001,2014,Survey,0,A,284,,2.7,.5,5,,1.2,0,2.4,,,,,,,,,,,,,,,,,,,,7.2,4.1,10.3
South Africa,ZAF,AFR,1002,2014,Survey,0,A,173,,3.9,.8,7,,3.4,.5,6.3,,,,,,,,,,,,,,,,,,,,6.1,2.2,10
South Africa,ZAF,AFR,1003,2014,Survey,0,A,175,,6.4,2.6,10,,2.8,.3,5.3,,,,,,,,,,,,,,,,,,,,6.3,2.7,10
South Africa,ZAF,AFR,1004,2014,Survey,0,A,141,,6.4,2.3,10,,2.4,0,4.9,,,,,,,,,,,,,,,,,,,,6,2.3,9.800000000000001
South Africa,ZAF,AFR,1005,2014,Survey,0,A,185,,2.5,0,5.1,,3.5,.5,6.5,,,,,,,,,,,,,,,,,,,,4.5,1.3,7.6
South Africa,ZAF,AFR,1006,2014,Survey,0,A,169,,7.6,3.2,12,,7.8,3.5,12,,,,,,,,,,,,,,,,,,,,6.9,2.6,11
South Africa,ZAF,AFR,1007,2014,Survey,0,A,205,,4.3,1.4,7.1,,5.3,2.8,7.9,,,,,,,,,,,,,,,,,,,,5.1,2.1,8.1
South Africa,ZAF,AFR,1008,2014,Survey,0,A,359,,2.6,.8,4.3,,2.4,.5,4.3,,,,,,,,,,,,,,,,,,,,8.1,4.8,11
South Africa,ZAF,AFR,1009,2014,Survey,0,A,474,,4.5,2.1,7,,1.5,.5,2.5,,,,,,,,,,,,,,,,,,,,6.6,3.7,9.5
South Africa,ZAF,AFR,1010,2002,Survey,0,A,228,,3.95,1.82,7.36,,0,0,1.31,,,,,,,,,,,,,,,,,,,,2.63,.97,5.64
South Africa,ZAF,AFR,1011,2002,Survey,0,A,188,,6.91,3.73,11.53,,2.66,.87,6.1,,,,,,,,,,,,,,,,,,,,4.26,1.85,8.210000000000001
South Africa,ZAF,AFR,1012,2002,Survey,0,A,207,,7.73,4.48,12.25,,.97,.12,3.45,,,,,,,,,,,,,,,,,,,,6.76,3.75,11.09
South Africa,ZAF,AFR,1013,2002,Survey,0,A,165,,5.45,2.52,10.1,,.61,.02,3.33,,,,,,,,,,,,,,,,,,,,4.24,1.72,8.550000000000001
South Africa,ZAF,AFR,1014,2002,Survey,0,A,174,,1.72,.36,4.96,,1.15,.14,4.09,,,,,,,,,,,,,,,,,,,,5.17,2.39,9.59
South Africa,ZAF,AFR,1015,2002,Survey,0,A,283,,7.42,4.65,11.12,,.35,.01,1.95,,,,,,,,,,,,,,,,,,,,6.01,3.54,9.44
South Africa,ZAF,AFR,1016,2002,Survey,0,A,175,,13.71,8.99,19.72,,2.29,.63,5.75,,,,,,,,,,,,,,,,,,,,5.14,2.38,9.539999999999999
South Africa,ZAF,AFR,1017,2001,Survey,0,A,88,,6.82,2.54,14.25,,3.41,.71,9.640000000000001,,,,,,,,,,,,,,,,,,,,5.68,1.87,12.76
South Africa,ZAF,AFR,1018,1997,Survey,0,A,100,,8,3.52,15.16,,1,.03,5.45,,,,,,,,,,,,,,,,,,,,8,3.52,15.16
Tajikistan,TJK,EUR,1001,2009,Survey,0,A,125,,61.6,52.5,70.2,,3.2,.9,8,,,,,,,,,,,,,,,,,,,,12.8,7.5,19.95
Turkmenistan,TKM,EUR,1001,2002,Survey,0,A,98,,18.37,11.26,27.47,,1.02,.03,5.55,,,,,,,,,,,,,,,,,,,,29.59,20.8,39.66
Uganda,UGA,AFR,1001,2008,Survey,0,A,60,,11.7,4.8,22.6,,1.7,0,8.9,,,,,,,,,,,,,,,,,,,,8.300000000000001,2.8,18.4
Uganda,UGA,AFR,1002,1997,Survey,0,A,45,,4.44,.54,15.15,,0,0,6.44,,,,,,,,,,,,,,,,,,,,33.33,20,48.95
Ukraine,UKR,EUR,1001,2006,Survey,0,A,494,,44.33,39.9,48.84,,4.45,2.81,6.67,,,,,,,,,,,,,,,,,,,,15.99,12.87,19.53
Uzbekistan,UZB,EUR,1001,2005,Survey,0,A,85,,60,48.8,70.48,,0,0,3.46,,,,,,,,,,,,,,,,,,,,21.18,13.06,31.39
Uzbekistan,UZB,EUR,1002,2002,Survey,0,A,107,,40.19,30.82,50.11,,0,0,2.76,,,,,,,,,,,,,,,,,,,,28.97,20.61,38.54
